,GSM6765206,GSM6765207,GSM6765208,GSM6765209,GSM6765210,GSM6765211,GSM6765212,GSM6765213,GSM6765214,GSM6765215,GSM6765225,GSM6765240
ENSG00000198286,19.40690255,23.22686235,19.73414145,21.67216655,21.27824937,21.02394533,18.80644094,17.98365175,20.78303915,18.0108726,16.78584101,17.56631802
ENSG00000198298,0.970345128,1.009863581,0.986707073,0.98509848,0.967193153,0.955633879,0.989812681,0.999091764,0.989668531,1.059463094,1.049115063,1.033312825
ENSG00000198301,36.87311485,37.36495248,35.52145461,36.44864375,37.72053297,41.09225679,33.65363116,39.96367056,37.60740417,40.25959759,39.86637241,42.36582581
ENSG00000198315,12.61448666,9.088772225,11.84048487,11.82118176,13.54070414,11.46760655,12.86756486,11.98910117,11.87602237,12.71355713,13.63849582,12.3997539
ENSG00000198324,34.93242459,41.4044068,40.45498997,37.43374223,36.75333982,33.44718576,42.56194529,38.96457879,39.58674123,36.02174521,37.76814228,34.09932321
ENSG00000198331,6.792415893,8.078908644,5.920242435,6.895689358,4.835965765,5.733803273,5.938876087,6.993642347,6.927679715,6.356778566,7.343805444,7.233189773
ENSG00000198336,19.40690255,21.20713519,21.7075556,16.74667415,16.4422836,14.33450818,16.82681558,16.98455999,19.79337062,13.77302023,12.58938076,14.46637955
ENSG00000198342,0.970345128,1.009863581,0.986707073,0.98509848,0.967193153,0.955633879,1.979625362,1.998183528,0.989668531,1.059463094,1.049115063,1.033312825
ENSG00000198346,24.25862819,20.19727161,19.73414145,21.67216655,21.27824937,21.02394533,19.79625362,21.98001881,20.78303915,20.12979879,17.83495608,19.63294367
ENSG00000198354,0.970345128,1.009863581,0.986707073,0.98509848,0.967193153,0.955633879,0.989812681,0.999091764,0.989668531,2.118926189,1.049115063,1.033312825
